Date,AAPL,AMZN,DELL,FB,GOOG,LNKD,MSFT,NFLX,TWTR,VMW
2012-05-22,79.57,215.33,15.08,31.0,300.1,101.33,29.76,9.67,,100.89
2012-05-21,80.18,218.11,14.97,34.03,306.75,96.84,29.75,10.25,,101.37
2012-05-18,75.77,213.85,14.74,38.23,299.9,99.02,29.27,9.99,,97.9
2012-05-17,75.73,218.36,14.94,38.0,311.21,104.95,29.72,10.28,,98.95
2012-05-16,78.01,224.06,15.02,,314.15,113.49,29.9,10.6,,99.58
2012-05-15,79.02,224.39,15.34,,305.25,110.56,30.21,11.07,,101.76
2012-05-14,79.75,222.93,15.44,,301.7,110.5,30.68,10.99,,100.67
2012-05-11,80.96,227.68,15.42,,302.31,107.23,31.16,11.05,,102.32
2012-05-10,81.5,226.69,15.55,,306.52,111.0,30.74,10.35,,101.18
2012-05-09,81.31,222.98,15.67,,304.27,112.55,30.76,10.62,,105.33
2012-05-08,81.17,223.9,15.71,,306.09,112.61,30.5,10.4,,105.07
2012-05-07,81.35,225.16,15.82,,303.47,111.48,30.65,10.49,,107.6
2012-05-04,80.75,223.99,15.81,,298.19,117.3,30.98,10.45,,108.02
2012-05-03,83.12,229.45,16.23,,305.2,109.41,31.76,10.85,,112.46
2012-05-02,83.71,230.25,16.18,,303.33,106.4,31.8,11.75,,114.62
2012-05-01,83.16,230.04,16.4,,301.91,106.84,32.01,11.62,,112.63
2012-04-30,83.43,231.9,16.37,,302.12,108.45,32.02,11.45,,111.72
2012-04-27,86.14,226.85,16.44,,307.18,109.72,31.98,11.96,,112.41
2012-04-26,86.81,195.99,16.53,,307.43,105.24,32.11,12.15,,110.92
2012-04-25,87.14,194.42,16.42,,304.56,102.85,32.2,12.34,,106.69
2012-04-24,80.04,190.33,16.18,,300.33,98.07,31.92,12.53,,103.48
2012-04-23,81.67,188.24,16.1,,298.5,99.55,32.12,14.55,,107.52
2012-04-20,81.85,189.98,16.16,,297.73,105.01,32.42,15.16,,111.24
2012-04-19,83.92,191.1,16.16,,299.35,104.58,31.01,15.3,,113.75
2012-04-18,86.91,191.07,16.16,,303.42,105.0,31.14,15.28,,111.29
2012-04-17,87.1,188.39,16.38,,304.48,103.87,31.44,15.29,,110.49
2012-04-16,82.88,185.5,16.13,,302.73,101.08,31.08,14.45,,109.0
2012-04-13,86.46,188.46,16.11,,311.99,107.24,30.81,14.88,,112.48
2012-04-12,88.97,190.69,16.26,,325.18,105.9,30.98,14.89,,109.07
2012-04-11,89.46,187.97,16.26,,317.66,97.66,30.34,14.26,,107.61
2012-04-10,89.78,186.98,16.25,,313.12,97.99,30.47,14.56,,110.37
2012-04-09,90.89,191.87,16.22,,315.1,99.0,31.1,15.24,,112.51
2012-04-05,90.53,194.39,16.49,,315.84,99.25,31.52,15.79,,113.75
2012-04-04,89.19,193.99,16.46,,317.26,99.38,31.21,15.75,,112.97
2012-04-03,89.9,199.66,16.61,,320.99,102.77,31.94,16.14,,114.53
2012-04-02,88.38,198.05,16.77,,323.14,102.64,32.29,16.28,,114.4
2012-03-30,85.65,202.51,16.6,,320.3,101.99,32.26,16.43,,112.37
2012-03-29,87.12,204.61,16.6,,323.88,102.67,32.12,16.44,,112.46
2012-03-28,88.23,201.16,16.52,,327.55,102.08,32.19,16.97,,108.59
2012-03-27,87.78,205.44,16.66,,323.19,103.31,32.52,17.24,,108.55
2012-03-26,86.71,202.87,16.7,,324.34,101.38,32.59,17.43,,110.35
2012-03-23,85.15,195.04,16.48,,320.97,99.5,32.01,17.17,,108.84
2012-03-22,85.62,192.4,17.02,,322.7,100.53,32.0,16.96,,108.66
2012-03-21,86.07,191.73,17.22,,319.67,97.78,31.91,17.16,,109.45
2012-03-20,86.57,192.33,17.16,,316.43,91.84,31.99,16.43,,106.47
2012-03-19,85.87,185.52,17.37,,316.67,90.38,32.2,16.33,,106.8
2012-03-16,83.65,185.05,17.3,,312.21,91.02,32.6,15.71,,107.11
2012-03-15,83.65,184.43,17.35,,310.25,92.4,32.85,15.74,,108.9
2012-03-14,84.23,182.26,17.42,,307.69,92.05,32.77,15.04,,105.49
2012-03-13,81.16,184.59,17.23,,308.58,94.33,32.67,15.19,,105.08
2012-03-12,78.86,183.39,16.96,,302.27,90.67,32.04,15.17,,99.96
2012-03-09,77.88,184.32,16.93,,299.82,90.13,31.99,15.59,,100.52
2012-03-08,77.43,187.64,17.21,,303.27,90.4,32.01,15.44,,100.61
2012-03-07,75.81,183.77,17.0,,303.1,85.36,31.84,15.03,,100.01
2012-03-06,75.75,181.09,16.81,,302.18,86.44,31.56,15.3,,98.13
2012-03-05,76.17,180.26,17.11,,306.82,86.37,31.8,15.83,,99.81
2012-03-02,77.88,179.3,17.36,,310.31,87.5,32.08,16.44,,100.89
2012-03-01,77.78,180.04,17.38,,310.89,87.0,32.29,16.11,,101.97
2012-02-29,77.49,179.69,17.3,,308.82,86.87,31.74,15.82,,98.89
2012-02-28,76.49,183.8,17.58,,308.89,86.95,31.87,16.19,,100.19
2012-02-27,75.11,178.53,17.52,,304.35,89.23,31.35,15.63,,100.46
2012-02-24,74.63,179.13,17.43,,304.65,90.73,31.48,15.95,,100.52
2012-02-23,73.77,178.89,17.4,,302.75,91.46,31.37,16.14,,99.62
2012-02-22,73.29,180.58,17.15,,303.67,90.41,31.27,16.06,,98.54
2012-02-21,73.55,182.26,18.21,,306.69,90.87,31.44,16.77,,98.09
2012-02-17,71.73,182.5,18.16,,302.02,93.05,31.25,17.41,,99.11
2012-02-16,71.74,179.93,18.32,,302.96,92.0,31.28,17.42,,99.27
2012-02-15,71.1,184.47,17.99,,302.48,87.64,30.05,17.44,,97.52
2012-02-14,72.78,191.3,18.04,,304.58,85.1,30.25,17.58,,97.51
2012-02-13,71.8,191.59,17.98,,305.79,88.03,30.58,16.9,,96.73
2012-02-10,70.49,185.54,17.75,,302.65,89.96,30.5,17.7,,94.48
2012-02-09,70.45,184.98,18.06,,305.42,76.39,30.77,17.83,,95.28
2012-02-08,68.1,185.48,18.05,,304.62,76.54,30.66,17.71,,94.21
2012-02-07,66.98,184.19,17.83,,303.08,77.77,30.35,18.27,,95.55
2012-02-06,66.28,183.14,17.65,,304.24,79.76,30.2,18.46,,94.91
2012-02-03,65.67,187.68,17.66,,297.87,79.88,30.24,18.06,,95.58
2012-02-02,65.02,181.72,17.6,,292.26,76.98,29.95,17.71,,93.77
2012-02-01,65.17,179.46,17.4,,290.12,72.37,29.89,17.57,,93.13
2012-01-31,65.21,194.44,17.23,,289.76,72.15,29.53,17.17,,91.27
2012-01-30,64.72,192.15,16.98,,288.56,75.11,29.61,17.92,,91.17
2012-01-27,63.9,195.37,16.74,,289.7,76.64,29.23,17.68,,92.27
2012-01-26,63.52,193.32,16.69,,283.77,72.39,29.5,16.57,,91.93
2012-01-25,63.81,187.8,16.79,,284.46,73.16,29.56,13.58,,92.15
2012-01-24,60.06,187.0,16.85,,290.17,74.21,29.34,13.24,,92.66
2012-01-23,61.06,186.09,16.87,,292.47,73.08,29.73,13.42,,86.0
2012-01-20,60.04,190.93,16.67,,292.7,73.61,29.71,14.32,,88.12
2012-01-19,61.11,194.45,16.57,,319.47,74.0,28.12,14.78,,87.81
2012-01-18,61.3,189.44,16.39,,316.14,70.54,28.23,14.08,,85.46
2012-01-17,60.67,181.66,16.08,,313.98,70.33,28.26,13.53,,84.0
2012-01-13,59.97,178.42,15.88,,312.18,70.3,28.25,13.48,,85.46
2012-01-12,60.2,175.93,15.94,,314.51,68.98,28.0,13.16,,87.88
2012-01-11,60.36,178.9,15.8,,312.67,68.73,27.72,13.16,,87.92
2012-01-10,60.46,179.34,15.82,,311.26,66.01,27.84,13.69,,85.3
2012-01-09,60.25,178.56,15.58,,310.92,63.55,27.74,14.03,,84.95
2012-01-06,60.34,182.61,15.34,,324.68,64.19,28.1,12.35,,83.31
2012-01-05,59.72,177.61,15.17,,329.18,64.13,27.68,11.33,,82.31
2012-01-04,59.06,177.51,15.02,,333.81,61.79,27.4,11.49,,81.67
2012-01-03,58.75,179.03,14.98,,332.37,64.12,26.76,10.32,,82.27
2011-12-30,57.86,173.1,14.63,,322.63,63.01,25.96,9.9,,83.19
2011-12-29,57.87,173.86,14.76,,320.88,63.63,26.02,9.9,,84.37
2011-12-28,57.52,173.89,14.68,,319.53,61.73,25.82,9.89,,83.18
2011-12-27,58.08,176.27,14.86,,319.8,62.87,26.04,10.08,,85.12
2011-12-23,57.62,177.28,14.9,,316.25,63.79,26.03,10.37,,83.67
2011-12-22,56.94,179.03,14.76,,314.54,63.9,25.81,10.55,,81.16
2011-12-21,56.64,174.35,14.7,,312.6,62.56,25.76,10.14,,76.85
2011-12-20,56.56,182.52,15.15,,314.87,64.92,26.02,10.2,,85.32
2011-12-19,54.6,179.33,14.68,,310.6,64.94,25.53,9.59,,84.34
2011-12-16,54.43,181.26,15.03,,312.67,65.84,26.0,9.97,,85.82
2011-12-15,54.13,181.26,15.05,,309.46,66.38,25.56,9.96,,85.13
2011-12-14,54.31,180.21,15.05,,308.73,65.95,25.59,10.15,,87.72
2011-12-13,55.54,180.51,15.19,,312.5,67.48,25.76,10.3,,90.95
2011-12-12,55.98,189.52,15.42,,312.38,71.29,25.51,10.75,,94.06
2011-12-09,56.23,193.03,15.79,,313.4,71.89,25.7,10.13,,96.43
2011-12-08,55.81,190.48,15.5,,307.72,70.94,25.4,9.92,,95.04
2011-12-07,55.58,195.32,15.9,,311.38,74.26,25.6,10.28,,96.96
2011-12-06,55.85,191.99,15.86,,311.57,73.2,25.66,9.73,,96.98
2011-12-05,56.14,196.24,15.93,,312.51,69.95,25.7,10.02,,97.09
2011-12-02,55.67,196.03,15.7,,309.87,67.89,25.22,9.48,,95.24
2011-12-01,55.42,197.13,15.8,,306.58,67.78,25.28,9.6,,96.7
2011-11-30,54.6,192.29,15.76,,299.4,65.93,25.58,9.22,,96.68
2011-11-29,53.31,188.39,14.94,,291.17,59.07,24.84,9.65,,92.06
2011-11-28,53.73,194.15,14.98,,293.8,60.0,24.87,9.99,,93.99
2011-11-25,51.94,182.4,14.22,,281.22,63.08,24.3,9.12,,89.37
2011-11-23,52.43,188.99,14.3,,284.77,66.0,24.47,9.79,,90.76
2011-11-22,53.79,192.34,14.83,,289.71,68.69,24.79,10.06,,92.5
2011-11-21,52.72,189.25,14.87,,290.18,70.0,25.0,10.64,,94.76
2011-11-18,53.56,197.14,14.9,,297.14,72.0,25.3,11.15,,93.85
2011-11-17,53.92,204.52,14.92,,300.13,74.92,25.54,10.92,,97.84
2011-11-16,54.97,211.99,15.13,,305.43,71.56,26.07,11.6,,101.11
2011-11-15,55.55,217.83,15.63,,307.97,74.86,26.74,12.33,,103.25
2011-11-14,54.18,218.93,15.32,,306.19,78.49,26.76,12.25,,102.59
2011-11-11,54.95,217.39,15.35,,303.87,79.01,26.91,12.54,,100.67
2011-11-10,55.03,210.79,14.96,,297.24,76.95,26.28,12.16,,97.19
2011-11-09,56.47,211.22,14.8,,300.17,75.82,26.2,12.58,,96.91
2011-11-08,58.03,217.99,15.59,,305.86,78.7,27.16,12.92,,100.77
2011-11-07,57.1,217.0,15.55,,303.86,80.18,26.8,12.98,,99.59
2011-11-04,57.18,216.48,15.36,,297.77,82.37,26.25,12.86,,100.32
2011-11-03,57.58,218.29,15.67,,298.45,87.5,26.53,13.18,,100.19
2011-11-02,56.77,215.62,15.45,,292.12,84.5,26.01,11.91,,97.19
2011-11-01,56.64,212.1,15.13,,289.04,88.9,25.99,11.44,,96.07
2011-10-31,57.83,213.51,15.81,,296.02,89.9,26.63,11.73,,97.75
2011-10-28,57.85,217.32,16.31,,299.77,93.93,26.98,12.02,,100.08
2011-10-27,57.81,206.78,16.32,,299.04,87.23,27.25,11.55,,99.4
2011-10-26,57.23,198.4,15.91,,292.86,84.43,26.59,11.34,,96.73
2011-10-25,56.82,227.15,15.61,,291.29,86.84,26.81,11.05,,95.7
2011-10-24,57.97,237.61,15.7,,297.91,92.41,27.19,16.98,,97.69
2011-10-21,56.12,234.78,15.24,,294.95,87.55,27.16,16.72,,95.82
2011-10-20,56.47,233.61,15.05,,291.54,86.07,27.04,15.93,,95.19
2011-10-19,56.95,231.53,15.9,,290.06,87.13,27.13,15.63,,93.8
2011-10-18,60.32,243.88,16.37,,294.96,87.62,27.31,15.96,,96.86
2011-10-17,60.0,242.33,15.97,,290.91,85.07,26.98,16.76,,89.52
2011-10-14,60.29,246.71,16.62,,295.54,90.31,27.27,16.58,,93.08
2011-10-13,58.35,236.15,16.36,,279.22,86.22,27.18,16.72,,90.61
2011-10-12,57.46,236.81,16.24,,273.98,82.36,26.96,16.23,,89.38
2011-10-11,57.18,235.48,16.18,,271.32,75.04,27.0,15.52,,90.28
2011-10-10,55.54,231.32,16.1,,268.32,77.15,26.94,15.95,,89.65
2011-10-07,52.83,224.74,15.28,,257.3,76.48,26.25,16.74,,87.67
2011-10-06,53.91,221.51,15.55,,257.1,77.43,26.34,17.61,,89.16
2011-10-05,54.04,219.5,15.38,,252.1,75.69,25.89,17.11,,85.43
2011-10-04,53.21,212.5,14.53,,250.7,75.59,25.34,16.41,,81.55
2011-10-03,53.51,211.98,13.91,,247.51,75.61,24.53,16.18,,78.89
2011-09-30,54.47,216.23,14.14,,257.26,78.08,24.89,16.18,,80.38
2011-09-29,55.8,222.44,14.87,,263.49,79.61,25.45,16.17,,83.06
2011-09-28,56.72,229.71,14.9,,264.16,77.3,25.58,18.16,,84.22
2011-09-27,57.04,224.21,15.17,,269.4,80.55,25.67,18.21,,86.47
2011-09-26,57.6,229.85,14.75,,265.68,78.7,25.44,18.89,,88.12
2011-09-23,57.76,223.61,14.4,,262.49,75.39,25.06,18.48,,85.6
2011-09-22,57.4,223.23,14.0,,260.07,76.07,25.06,18.36,,83.0
2011-09-21,58.88,231.87,14.69,,269.33,78.58,25.99,18.36,,88.14
2011-09-20,59.06,233.25,14.88,,273.04,80.79,26.98,18.58,,88.81
2011-09-19,58.8,241.69,14.87,,273.06,85.76,27.21,20.54,,91.8
2011-09-16,57.21,239.3,15.2,,273.07,87.65,27.12,22.17,,93.59
2011-09-15,56.14,226.78,15.31,,271.01,87.58,26.99,24.18,,94.7
2011-09-14,55.61,222.57,14.86,,265.77,87.55,26.5,29.82,,93.48
2011-09-13,54.95,219.53,14.38,,264.5,87.38,26.04,29.82,,90.91
2011-09-12,54.28,216.56,14.19,,264.79,82.78,25.89,30.01,,89.91
2011-09-09,53.93,211.39,13.97,,262.16,82.72,25.74,29.14,,87.99
2011-09-08,54.88,217.26,14.34,,267.21,84.52,26.22,30.17,,90.36
2011-09-07,54.85,219.9,14.55,,266.75,85.47,26.0,30.86,,92.03
2011-09-06,54.25,216.18,14.25,,260.83,79.14,25.51,31.25,,88.27
2011-09-02,53.44,210.0,14.24,,262.16,80.27,25.8,30.44,,88.08
2011-09-01,54.43,212.54,14.7,,265.98,83.58,26.21,33.32,,92.18
2011-08-31,54.98,215.23,14.86,,270.21,84.12,26.6,33.57,,94.36
2011-08-30,55.71,210.92,14.86,,270.08,87.49,26.23,33.75,,90.71
2011-08-29,55.71,206.53,14.97,,269.27,82.54,25.84,32.15,,88.5
2011-08-26,54.8,199.27,14.69,,263.17,74.61,25.25,31.7,,84.77
2011-08-25,53.39,192.03,14.21,,259.76,71.27,24.57,30.83,,80.18
2011-08-24,53.74,193.73,14.68,,261.38,74.15,24.9,30.86,,83.05
2011-08-23,53.37,193.55,14.68,,259.15,78.62,24.72,31.36,,82.0
2011-08-22,50.92,177.54,14.02,,248.84,74.95,23.98,29.32,,77.83
2011-08-19,50.86,178.93,14.0,,245.21,79.03,24.05,29.32,,76.76
2011-08-18,52.29,182.52,13.76,,252.19,78.83,24.67,31.07,,79.17
2011-08-17,54.35,195.93,14.2,,266.31,81.75,25.24,33.18,,88.18
2011-08-16,54.35,197.68,15.8,,269.23,83.53,25.35,34.15,,92.32
2011-08-15,54.77,202.95,15.5,,278.34,90.48,25.51,35.18,,94.68
2011-08-12,53.86,202.3,14.87,,281.6,91.22,25.1,34.86,,90.66
2011-08-11,53.39,198.36,14.72,,280.78,88.4,25.19,34.73,,90.25
2011-08-10,51.96,194.13,13.65,,274.23,84.91,24.2,33.2,,85.31
2011-08-09,53.43,205.09,14.42,,286.42,83.47,25.58,33.97,,88.17
2011-08-08,50.46,193.7,13.95,,272.74,75.47,24.48,32.38,,83.96
2011-08-05,53.37,202.7,15.06,,289.23,91.36,25.68,34.44,,87.28
2011-08-04,53.91,201.48,15.0,,288.47,95.52,25.94,35.11,,88.88
2011-08-03,56.08,209.96,15.89,,300.28,105.65,26.92,37.14,,97.0
2011-08-02,55.46,209.64,15.67,,296.77,101.76,26.64,36.61,,95.07
2011-08-01,56.68,221.32,16.24,,303.08,104.05,27.27,37.63,,99.95
2011-07-29,55.78,222.52,16.24,,301.54,101.03,27.4,38.0,,100.34
2011-07-28,55.97,223.9,16.56,,305.16,100.63,27.72,38.09,,101.5
2011-07-27,56.08,222.52,16.44,,303.31,100.55,27.33,38.49,,100.91
2011-07-26,57.63,214.18,17.12,,310.95,102.52,28.08,38.13,,106.11
2011-07-25,56.93,213.49,17.13,,309.18,100.86,27.91,40.22,,107.75
2011-07-22,56.19,216.52,17.04,,308.81,102.97,27.53,39.51,,106.72
2011-07-21,55.33,213.21,17.11,,303.19,101.69,27.1,39.4,,104.9
2011-07-20,55.27,215.55,17.52,,297.38,97.78,27.06,40.2,,105.91
2011-07-19,53.84,218.06,17.42,,300.97,100.86,27.54,41.04,,106.02
2011-07-18,53.4,211.53,16.79,,297.17,102.44,26.59,39.86,,100.78
2011-07-15,52.13,212.87,16.97,,298.51,109.97,26.78,40.99,,102.67
2011-07-14,51.11,210.38,16.69,,264.21,103.87,26.47,40.95,,100.55
2011-07-13,51.15,213.5,16.53,,268.86,107.87,26.63,42.68,,100.28
2011-07-12,50.54,211.23,16.55,,266.74,99.5,26.54,41.61,,100.4
2011-07-11,50.57,212.55,16.65,,263.38,100.71,26.63,41.53,,102.13
2011-07-08,51.39,218.28,17.14,,265.73,99.6,26.92,42.16,,105.0
2011-07-07,51.03,216.74,17.15,,273.03,93.98,26.77,41.77,,102.98
2011-07-06,50.25,214.19,16.91,,267.41,93.7,26.33,41.57,,103.93
2011-07-05,49.92,213.19,16.98,,265.95,90.66,26.03,41.38,,101.27
2011-07-01,49.04,209.49,16.98,,260.25,94.54,26.02,38.28,,99.9
2011-06-30,47.95,204.49,16.67,,252.94,90.09,26.0,37.53,,100.23
2011-06-29,47.72,204.18,16.42,,248.54,87.99,25.62,37.85,,96.82
2011-06-28,47.89,202.35,16.01,,246.58,85.56,25.8,37.87,,97.18
2011-06-27,47.43,201.25,15.94,,241.2,76.38,25.2,37.16,,97.6
2011-06-24,46.62,192.55,15.93,,237.2,69.94,24.3,36.71,,94.24
2011-06-23,47.32,194.16,16.27,,239.87,70.32,24.63,36.53,,95.96
2011-06-22,46.09,191.63,16.21,,243.26,66.81,24.65,35.52,,94.27
2011-06-21,46.47,194.23,16.33,,246.25,67.81,24.76,36.24,,94.52
2011-06-20,45.05,187.72,16.19,,242.05,63.71,24.47,35.09,,91.05
2011-06-17,45.75,186.37,16.02,,242.27,65.53,24.26,35.1,,90.79
2011-06-16,46.45,183.65,16.0,,249.93,68.27,24.0,35.61,,90.46
2011-06-15,46.68,185.98,15.99,,251.22,74.62,23.74,36.73,,91.31
2011-06-14,47.49,189.96,16.12,,253.93,76.34,24.22,37.3,,94.91
2011-06-13,46.66,186.29,15.78,,252.11,75.27,24.04,36.75,,92.82
2011-06-10,46.56,186.53,15.46,,254.5,72.83,23.7,36.95,,93.46
2011-06-09,47.36,189.68,15.67,,258.11,72.01,23.96,37.51,,94.6
2011-06-08,47.46,188.05,15.64,,259.33,75.91,23.94,37.47,,92.31
2011-06-07,47.43,187.55,15.9,,259.26,77.82,24.06,37.67,,94.14
2011-06-06,48.29,185.69,15.9,,260.27,83.54,24.01,37.51,,93.15
2011-06-03,49.06,188.32,15.59,,261.28,77.92,23.9,39.1,,94.99
2011-06-02,49.44,193.65,15.76,,263.77,78.63,24.22,38.81,,97.71
2011-06-01,49.36,192.4,15.6,,262.54,77.45,24.43,38.18,,95.92
2011-05-31,49.69,196.69,16.08,,264.25,81.58,25.01,38.69,,97.32
2011-05-27,48.2,194.13,15.79,,260.19,88.32,24.76,37.79,,97.3
2011-05-26,47.86,195.0,15.8,,258.81,86.37,24.67,37.68,,97.87
2011-05-25,48.11,192.26,15.51,,259.58,94.33,24.19,37.07,,96.96
2011-05-24,47.46,193.27,15.45,,258.87,95.45,24.15,35.37,,94.65
2011-05-23,47.77,196.22,15.49,,258.94,88.3,24.17,35.4,,93.85
2011-05-20,47.89,198.65,16.01,,261.75,93.09,24.49,35.13,,95.57
2011-05-19,48.65,198.8,16.34,,265.36,94.25,24.72,34.68,,93.89
2011-05-18,48.55,197.09,16.75,,264.64,,24.69,34.65,,92.83
2011-05-17,48.02,194.81,15.9,,264.96,,24.52,33.85,,90.76
2011-05-16,47.61,192.51,16.0,,258.95,,24.57,33.87,,89.45
2011-05-13,48.64,202.56,16.37,,264.51,,25.03,35.22,,93.94
2011-05-12,49.51,206.07,16.66,,267.26,,25.32,35.11,,94.91
2011-05-11,49.6,204.38,16.73,,267.46,,25.36,34.38,,92.64
2011-05-10,49.92,203.94,16.41,,271.06,,25.67,33.95,,93.09
2011-05-09,49.66,200.8,16.19,,268.57,,25.83,33.77,,93.47
2011-05-06,49.52,197.6,16.01,,267.38,,25.87,32.78,,92.98
2011-05-05,49.54,197.11,15.88,,266.87,,25.79,32.9,,91.64
2011-05-04,49.94,199.97,15.84,,267.63,,26.06,32.74,,91.81
2011-05-03,49.74,198.45,15.8,,266.68,,25.81,33.03,,91.48
2011-05-02,49.47,201.19,15.44,,269.01,,25.66,33.88,,93.31
2011-04-29,50.02,195.81,15.47,,271.78,,25.92,33.24,,95.43
2011-04-28,49.54,195.07,15.83,,268.72,,26.71,33.48,,95.77
2011-04-27,50.02,196.63,15.67,,268.61,,26.38,33.71,,95.67
2011-04-26,50.06,182.3,15.75,,266.14,,26.19,32.7,,95.26
2011-04-25,50.43,185.42,15.38,,262.26,,25.61,35.95,,97.85
2011-04-21,50.1,185.89,15.27,,262.29,,25.52,36.03,,96.81
2011-04-20,48.92,183.87,15.18,,262.6,,25.76,34.92,,97.9
2011-04-19,48.27,178.82,14.88,,260.5,,25.15,34.51,,85.97
2011-04-18,47.41,178.34,14.71,,263.16,,25.08,33.33,,86.5
2011-04-15,46.78,180.01,14.92,,265.08,,25.37,33.64,,85.99
2011-04-14,47.49,181.82,14.95,,288.97,,25.42,33.82,,86.35
2011-04-13,48.02,182.29,15.42,,287.85,,25.63,34.11,,87.29
2011-04-12,47.49,180.48,14.7,,285.02,,25.64,33.42,,84.91
2011-04-11,47.26,184.04,14.6,,288.4,,25.98,32.59,,82.9
2011-04-08,47.87,184.71,14.57,,288.79,,26.07,33.55,,82.77
2011-04-07,48.3,184.91,14.84,,289.71,,26.2,33.42,,80.58
2011-04-06,48.29,182.76,14.78,,286.8,,26.15,34.28,,79.08
2011-04-05,48.41,185.29,14.43,,284.26,,25.78,34.89,,78.54
2011-04-04,48.74,182.94,14.25,,293.55,,25.55,34.96,,78.89
2011-04-01,49.22,180.13,14.34,,295.6,,25.48,34.58,,81.25
2011-03-31,49.79,180.13,14.51,,293.09,,25.39,33.97,,81.54
2011-03-30,49.8,179.42,14.64,,290.63,,25.61,33.99,,82.48
2011-03-29,50.14,174.62,14.77,,290.57,,25.49,33.91,,80.18
2011-03-28,50.06,169.35,14.79,,287.39,,25.41,33.9,,78.84
2011-03-25,50.22,170.98,15.06,,289.58,,25.62,32.86,,81.04
2011-03-24,49.28,171.1,15.14,,293.15,,25.81,32.73,,81.43
2011-03-23,48.46,165.32,15.08,,290.79,,25.54,32.72,,76.74
2011-03-22,48.74,162.6,14.71,,288.37,,25.3,31.63,,76.75
2011-03-21,48.47,164.52,14.71,,287.96,,25.33,30.41,,76.45
2011-03-18,47.24,161.82,14.51,,280.25,,24.8,29.91,,74.81
2011-03-17,47.81,160.97,14.11,,280.4,,24.78,30.56,,77.02
2011-03-16,47.14,164.7,14.22,,278.27,,24.79,30.55,,78.0
2011-03-15,49.35,165.08,14.7,,284.5,,25.39,31.02,,78.75
2011-03-14,50.51,166.73,14.97,,284.71,,25.69,28.74,,80.47
2011-03-11,50.28,168.07,15.28,,288.07,,25.68,29.22,,83.02
2011-03-10,49.52,166.14,15.24,,289.86,,25.41,28.57,,82.28
2011-03-09,50.35,169.05,15.43,,295.59,,25.89,27.57,,84.3
2011-03-08,50.82,166.89,15.53,,295.86,,25.91,27.92,,82.63
2011-03-07,50.77,169.08,15.39,,295.53,,25.72,29.63,,82.3
2011-03-04,51.43,171.67,15.6,,300.01,,25.95,30.1,,85.2
2011-03-03,51.37,172.79,15.73,,304.48,,26.2,29.05,,85.2
2011-03-02,50.3,172.02,15.44,,300.09,,26.08,29.18,,83.32
2011-03-01,49.9,169.44,15.4,,300.08,,26.16,29.23,,81.67
2011-02-28,50.46,173.29,15.83,,306.39,,26.58,29.52,,83.65
2011-02-25,49.74,177.24,15.13,,304.71,,26.55,30.35,,85.59
2011-02-24,48.98,177.75,15.05,,304.11,,26.77,30.74,,84.62
2011-02-23,48.95,176.68,15.11,,305.35,,26.59,30.17,,82.72
2011-02-22,48.37,180.42,15.14,,304.8,,26.59,31.66,,84.53
2011-02-18,50.08,186.5,15.43,,314.72,,27.06,33.64,,88.74
2011-02-17,51.19,187.76,15.34,,312.32,,27.21,33.66,,89.85
2011-02-16,51.88,186.62,15.56,,311.8,,27.02,33.96,,90.76
2011-02-15,51.41,189.03,13.91,,311.76,,26.96,34.4,,88.87
2011-02-14,51.31,190.42,14.09,,313.76,,27.23,35.36,,90.87
2011-02-11,50.98,189.25,13.97,,311.94,,27.25,33.01,,89.06
2011-02-10,50.65,186.21,13.85,,307.91,,27.5,31.89,,89.8
2011-02-09,51.17,185.3,13.9,,307.94,,27.97,31.76,,88.59
2011-02-08,50.74,183.06,13.87,,308.88,,28.28,31.09,,88.0
2011-02-07,50.27,176.43,13.99,,306.84,,28.2,31.15,,88.66
2011-02-04,49.5,175.93,13.89,,305.18,,27.77,31.44,,88.5
2011-02-03,49.06,173.71,13.8,,304.77,,27.65,30.21,,88.53
2011-02-02,49.19,173.53,13.72,,305.69,,27.94,30.18,,88.82
2011-02-01,49.29,172.11,13.45,,305.21,,27.99,30.41,,86.71
2011-01-31,48.47,169.64,13.16,,299.88,,27.72,30.58,,85.52
2011-01-28,48.01,171.14,13.15,,300.19,,27.75,31.14,,85.79
2011-01-27,49.03,184.45,13.44,,308.09,,28.87,30.12,,86.34
2011-01-26,49.12,175.39,13.77,,307.94,,28.78,26.15,,85.56
2011-01-25,48.77,176.7,13.74,,309.65,,28.45,26.68,,84.28
2011-01-24,48.21,176.85,13.72,,305.23,,28.38,26.28,,87.73
2011-01-21,46.67,177.42,13.47,,305.61,,28.02,26.01,,90.66
2011-01-20,47.53,181.96,13.6,,313.07,,28.35,26.43,,89.31
2011-01-19,48.41,186.87,13.78,,315.56,,28.47,27.27,,92.86
2011-01-18,48.66,191.25,14.1,,319.5,,28.66,27.67,,96.79
2011-01-14,49.78,188.75,14.05,,311.78,,28.3,27.35,,97.0
2011-01-13,49.38,185.53,14.17,,308.04,,28.19,27.36,,95.5
2011-01-12,49.2,184.08,14.39,,308.13,,28.55,26.99,,95.16
2011-01-11,48.81,184.34,14.08,,307.7,,28.11,26.66,,95.69
2011-01-10,48.92,184.68,14.01,,306.8,,28.22,26.84,,95.7
2011-01-07,48.02,185.49,13.98,,307.91,,28.6,25.61,,94.79
