Date,AAPL,AMZN,DELL,FB,GOOG,LNKD,MSFT,NFLX,TWTR,VMW
2013-08-27,69.8,280.93,13.78,39.64,424.65,235.92,33.26,39.43,,83.39
2013-08-26,71.85,286.21,13.8,41.34,432.76,242.39,34.15,40.39,,86.52
2013-08-23,71.57,290.01,13.81,40.55,434.67,240.37,34.75,39.77,,87.8
2013-08-22,71.85,289.73,13.8,38.55,436.42,234.25,32.39,38.54,,85.46
2013-08-21,71.77,284.57,13.79,38.32,434.23,230.79,31.61,38.62,,84.31
2013-08-20,71.58,287.09,13.76,38.41,432.28,231.77,31.62,39.04,,83.44
2013-08-19,72.53,285.57,13.79,37.81,432.39,230.5,31.39,37.11,,83.36
2013-08-16,71.76,284.82,13.82,37.08,428.03,227.01,31.8,36.98,,83.97
2013-08-15,71.13,286.47,13.7,36.56,429.4,228.29,31.79,36.2,,83.96
2013-08-14,71.21,291.34,13.72,36.65,434.47,236.33,32.35,37.4,,85.69
2013-08-13,69.94,293.97,13.72,37.02,440.18,241.82,32.23,37.03,,85.88
2013-08-12,66.77,296.69,13.73,38.22,442.31,239.65,32.87,36.66,,86.02
2013-08-09,64.92,297.26,13.74,38.5,444.76,232.81,32.7,36.11,,84.99
2013-08-08,65.86,295.74,13.75,38.54,445.88,232.39,32.89,35.77,,84.95
2013-08-07,66.43,296.91,13.71,38.87,444.88,232.92,32.06,35.6,,82.87
2013-08-06,66.46,300.75,13.73,38.55,447.84,231.77,31.58,36.56,,82.57
2013-08-05,67.06,300.99,13.68,39.19,452.05,233.64,31.7,36.26,,82.58
2013-08-02,66.08,304.21,13.68,38.05,452.83,235.58,31.89,35.17,,82.17
2013-08-01,65.24,305.57,12.96,37.49,451.66,213.0,31.67,35.59,,82.1
2013-07-31,64.65,301.22,12.66,36.8,443.43,203.79,31.84,34.93,,82.19
2013-07-30,64.76,302.41,12.86,37.63,445.01,202.57,31.85,34.82,,82.55
2013-07-29,63.97,306.1,12.87,35.43,440.69,203.71,31.54,34.99,,83.06
2013-07-26,63.0,312.01,12.94,34.01,442.23,208.53,31.62,35.19,,82.36
2013-07-25,62.64,303.4,12.98,34.36,443.41,203.98,31.39,35.25,,84.04
2013-07-24,62.93,298.94,12.92,26.51,451.0,197.6,31.96,34.47,,83.2
2013-07-23,59.86,301.06,12.88,26.13,451.45,194.51,31.82,35.75,,71.28
2013-07-22,60.9,303.48,13.02,26.04,454.89,197.04,32.01,37.42,,69.9
2013-07-19,60.71,305.23,13.14,25.88,447.85,199.29,31.4,37.8,,70.63
2013-07-18,61.68,304.11,13.12,26.18,454.88,204.16,35.44,38.06,,71.7
2013-07-17,61.47,308.69,12.88,26.65,458.82,197.94,35.74,38.27,,71.77
2013-07-16,61.46,306.87,13.02,26.32,459.34,193.65,36.27,37.21,,72.02
2013-07-15,61.06,306.57,13.15,26.28,461.88,198.8,36.17,36.85,,71.01
2013-07-12,60.93,307.55,13.32,25.91,461.04,199.96,35.67,36.75,,70.5
2013-07-11,61.04,299.66,13.34,25.81,459.66,196.57,35.68,34.88,,71.28
2013-07-10,60.1,292.33,13.33,25.8,452.54,188.39,34.7,34.83,,67.14
2013-07-09,60.34,291.53,13.36,25.48,452.17,189.34,34.35,35.34,,66.13
2013-07-08,59.29,290.59,13.44,24.71,452.09,192.5,34.32,33.3,,65.58
2013-07-05,59.63,285.88,13.03,24.37,446.3,190.3,34.21,32.16,,66.51
2013-07-03,60.11,284.03,13.31,24.52,442.77,188.18,34.01,31.56,,65.59
2013-07-02,59.78,283.73,13.38,24.41,440.71,182.3,33.94,31.64,,65.6
2013-07-01,58.46,282.1,13.31,24.81,443.5,183.11,34.36,32.04,,66.78
2013-06-28,56.65,277.69,13.32,24.88,439.74,178.3,34.54,30.16,,66.99
2013-06-27,56.25,277.55,13.34,24.66,438.1,180.63,34.62,30.71,,67.65
2013-06-26,56.87,277.57,13.46,24.16,436.39,179.5,34.35,30.3,,67.2
2013-06-25,57.52,272.09,13.43,24.25,432.67,176.87,33.67,30.41,,65.53
2013-06-24,57.51,270.61,13.34,23.94,434.46,172.95,33.72,30.8,,65.93
2013-06-21,59.07,273.36,13.35,24.53,440.02,171.95,33.26,30.99,,67.7
2013-06-20,59.55,273.44,13.36,23.9,441.93,175.26,33.49,31.93,,69.83
2013-06-19,60.43,278.16,13.41,24.31,449.89,180.97,34.59,33.19,,71.0
2013-06-18,61.68,281.76,13.48,24.21,449.86,179.42,34.98,32.69,,70.26
2013-06-17,61.71,278.06,13.41,24.02,442.68,177.59,35.0,32.75,,69.92
2013-06-14,61.44,273.99,13.39,23.63,437.08,178.24,34.4,30.57,,69.73
2013-06-13,62.28,275.79,13.45,23.73,438.06,172.02,34.72,30.77,,70.54
2013-06-12,61.74,271.67,13.37,23.77,435.55,167.12,35.0,29.66,,70.54
2013-06-11,62.51,274.78,13.37,24.03,439.47,168.39,34.84,30.64,,70.82
2013-06-10,62.7,281.07,13.42,24.33,444.66,174.09,35.47,31.56,,70.29
2013-06-07,63.12,276.87,13.49,23.29,439.43,170.7,35.67,31.46,,71.27
2013-06-06,62.64,267.83,13.49,22.97,431.89,170.18,34.96,31.11,,71.83
2013-06-05,63.59,267.17,13.43,22.9,429.42,163.49,34.78,31.92,,66.93
2013-06-04,64.19,265.7,13.42,23.52,429.12,162.46,34.99,32.19,,68.62
2013-06-03,64.39,266.88,13.45,23.85,433.38,165.12,35.59,31.71,,69.4
2013-05-31,64.25,269.2,13.36,24.35,435.17,167.53,34.9,32.32,,71.12
2013-05-30,64.51,266.83,13.27,24.55,434.94,169.35,35.03,31.81,,71.5
2013-05-29,63.56,265.53,13.36,23.32,433.72,168.02,34.88,30.76,,72.42
2013-05-28,63.06,267.29,13.36,24.1,440.19,169.17,35.02,30.6,,73.23
2013-05-24,63.59,261.74,13.34,24.31,436.22,173.8,34.27,32.68,,72.29
2013-05-23,63.16,261.8,13.35,25.06,440.95,176.33,34.15,32.31,,72.38
2013-05-22,63.05,262.96,13.37,25.16,444.27,176.95,34.61,32.65,,73.6
2013-05-21,62.81,268.86,13.39,25.66,453.03,184.31,34.85,33.87,,76.22
2013-05-20,63.28,267.63,13.41,25.76,453.81,182.31,35.08,34.22,,76.76
2013-05-17,61.89,269.9,13.4,26.25,454.14,182.35,34.87,34.14,,78.95
2013-05-16,62.08,264.12,13.43,26.13,451.48,181.36,34.08,33.86,,78.88
2013-05-15,61.26,266.56,13.45,26.6,457.49,184.81,33.84,34.77,,77.14
2013-05-14,63.41,268.33,13.47,27.07,443.11,184.4,33.53,33.42,,77.39
2013-05-13,64.96,264.51,13.52,26.82,438.33,175.03,33.03,32.77,,76.77
2013-05-10,64.71,263.63,13.45,26.68,439.67,173.78,32.69,31.1,,76.9
2013-05-09,65.25,260.16,13.32,27.04,435.3,177.39,32.66,30.92,,75.38
2013-05-08,66.26,258.68,13.23,27.12,436.38,177.15,32.99,29.8,,76.94
2013-05-07,65.52,257.73,13.26,26.89,428.19,180.65,33.31,29.46,,76.52
2013-05-06,65.82,255.72,13.29,27.57,430.34,176.92,33.75,30.1,,76.76
2013-05-03,64.28,258.05,13.31,28.31,422.44,175.59,33.49,30.49,,74.5
2013-05-02,63.65,252.55,13.33,28.97,414.39,201.67,33.16,30.64,,71.4
2013-05-01,62.76,248.23,13.33,27.43,409.8,194.82,32.72,30.42,,70.45
2013-04-30,63.25,253.81,13.4,27.77,411.87,192.09,33.1,30.87,,70.5
2013-04-29,61.45,249.74,13.34,26.98,409.12,188.39,32.61,30.72,,71.24
2013-04-26,59.6,254.81,13.35,26.85,400.31,187.76,31.79,30.79,,71.46
2013-04-25,58.34,274.7,13.34,26.14,404.15,187.87,31.94,30.54,,72.07
2013-04-24,57.92,268.78,13.3,26.11,406.32,187.66,31.76,30.96,,71.23
2013-04-23,58.02,268.9,13.08,25.98,403.55,186.11,30.6,31.0,,75.7
2013-04-22,56.95,263.55,13.24,25.97,399.66,177.22,30.83,24.91,,73.79
2013-04-19,55.79,260.32,13.4,25.73,399.54,174.95,29.76,23.34,,72.46
2013-04-18,56.01,259.42,13.95,25.69,382.57,173.81,28.79,23.4,,74.39
2013-04-17,57.54,267.4,13.97,26.62,390.89,179.97,28.82,24.19,,76.54
2013-04-16,60.89,272.34,14.04,26.92,396.29,182.47,28.97,25.12,,78.45
2013-04-15,59.98,267.72,14.04,26.52,390.57,175.37,28.69,25.21,,76.71
2013-04-12,61.4,272.87,14.09,27.4,394.63,185.39,28.79,24.74,,76.67
2013-04-11,62.05,269.85,14.04,28.02,394.8,180.18,28.94,24.72,,77.18
2013-04-10,62.24,264.77,14.21,27.57,394.69,177.31,30.28,23.72,,77.95
2013-04-09,61.0,261.14,14.19,26.59,388.44,172.07,29.61,24.19,,76.73
2013-04-08,60.89,258.95,14.2,26.85,387.04,172.12,28.59,23.29,,76.36
2013-04-05,60.46,255.48,14.22,27.39,391.13,172.77,28.7,23.52,,76.91
2013-04-04,61.1,259.08,14.26,27.07,397.14,172.71,28.6,23.81,,76.67
2013-04-03,61.71,259.03,14.23,26.25,402.7,167.31,28.56,24.25,,76.13
2013-04-02,61.4,263.32,14.26,25.42,406.11,172.68,28.8,25.24,,77.65
2013-04-01,61.27,261.61,14.3,25.53,400.19,173.61,28.61,26.06,,78.12
2013-03-28,63.24,266.49,14.33,25.58,396.7,176.06,28.6,27.04,,78.88
2013-03-27,64.58,265.3,14.34,26.09,400.93,177.88,28.37,27.18,,78.56
2013-03-26,65.88,260.31,14.5,25.2,405.8,176.05,28.16,27.23,,76.09
2013-03-25,66.23,256.02,14.51,25.13,404.42,175.83,28.16,25.83,,76.5
2013-03-22,65.99,257.75,14.14,25.73,404.75,181.48,28.25,25.9,,80.15
2013-03-21,64.68,253.39,14.14,25.74,405.22,175.04,28.11,26.0,,81.05
2013-03-20,64.58,257.28,14.33,25.86,406.95,174.66,28.32,26.15,,81.31
2013-03-19,64.93,256.41,14.31,26.55,405.25,173.06,28.18,25.91,,80.67
2013-03-18,65.1,257.89,14.17,26.49,403.49,174.28,28.1,26.51,,82.77
2013-03-15,63.38,261.82,14.31,26.64,406.74,177.5,28.04,26.41,,83.85
2013-03-14,61.79,265.74,14.26,27.04,410.36,179.85,28.14,26.91,,85.1
2013-03-13,61.19,275.1,14.3,27.08,412.24,179.27,27.92,27.48,,81.37
2013-03-12,61.2,274.13,14.32,27.83,413.39,176.0,27.91,26.02,,75.29
2013-03-11,62.55,271.24,14.37,28.14,416.99,177.08,27.87,25.78,,75.4
2013-03-08,61.67,274.19,14.16,27.96,415.34,176.86,28.0,26.39,,74.56
2013-03-07,61.51,273.88,14.22,28.58,415.88,175.36,28.14,25.94,,73.88
2013-03-06,60.81,273.79,14.32,27.45,415.27,173.65,28.09,26.13,,74.31
2013-03-05,61.59,275.59,14.07,27.52,418.88,175.99,28.35,25.96,,74.87
2013-03-04,60.01,273.11,14.0,27.72,410.34,177.9,28.15,25.89,,73.57
2013-03-01,61.5,265.74,14.0,27.78,402.69,170.46,27.95,27.05,,73.55
2013-02-28,63.06,264.27,13.95,27.25,400.2,168.18,27.8,26.87,,71.83
2013-02-27,63.51,263.25,13.92,26.87,399.49,168.55,27.81,26.33,,72.82
2013-02-26,64.14,259.36,13.88,27.39,394.67,157.77,27.37,26.3,,71.79
2013-02-25,63.26,259.87,13.85,27.27,394.99,156.05,27.37,25.62,,70.37
2013-02-22,64.4,265.42,13.92,27.13,399.46,160.44,27.76,25.69,,72.38
2013-02-21,63.72,265.94,13.82,27.28,397.37,157.36,27.49,26.74,,71.25
2013-02-20,64.12,266.41,13.83,28.46,395.83,158.09,27.87,26.73,,71.34
2013-02-19,65.71,269.75,13.8,28.93,403.02,160.76,28.04,28.06,,73.66
2013-02-15,65.74,265.09,13.81,28.32,396.05,162.66,28.01,27.07,,74.95
2013-02-14,66.66,269.24,13.71,28.5,393.52,161.34,28.04,26.77,,73.38
2013-02-13,66.72,269.47,13.77,27.91,391.04,157.71,28.03,26.61,,74.28
2013-02-12,66.84,258.7,13.79,27.37,389.96,155.0,27.88,25.42,,76.7
2013-02-11,68.56,257.21,13.7,28.26,390.82,155.41,27.86,25.41,,77.04
2013-02-08,67.85,261.95,13.63,28.54,392.29,150.48,27.55,25.85,,79.19
2013-02-07,66.89,260.23,13.53,28.65,386.59,124.09,27.28,25.99,,79.05
2013-02-06,65.34,262.22,13.52,29.05,384.7,125.77,27.34,26.34,,78.9
2013-02-05,65.41,266.89,13.42,28.64,382.49,124.45,27.5,24.91,,78.34
2013-02-04,63.19,259.98,13.27,28.11,379.13,123.3,27.44,24.96,,77.95
2013-02-01,64.8,265.0,13.63,29.73,387.4,123.82,27.93,23.54,,78.79
2013-01-31,65.07,265.5,13.24,30.98,377.47,123.79,27.45,23.61,,76.48
2013-01-30,65.26,272.76,13.37,31.24,376.54,123.46,27.85,23.96,,77.65
2013-01-29,65.47,260.35,13.25,30.79,376.46,124.53,28.01,24.16,,77.14
2013-01-28,64.26,276.04,13.04,32.47,374.99,127.2,27.91,23.16,,98.32
2013-01-25,62.84,283.99,13.16,31.54,376.46,123.78,27.88,24.22,,99.0
2013-01-24,64.36,273.62,13.0,31.08,376.54,121.22,27.63,20.98,,95.7
2013-01-23,73.43,268.11,13.08,30.82,370.38,120.26,27.61,14.75,,94.42
2013-01-22,72.11,270.19,13.12,30.73,351.08,119.29,27.15,13.97,,92.78
2013-01-18,71.43,272.12,12.84,29.66,351.9,119.02,27.25,14.17,,93.81
2013-01-17,71.81,270.48,12.82,30.14,355.3,119.32,27.25,13.96,,95.36
2013-01-16,72.3,268.93,12.61,29.85,357.24,118.09,27.04,13.93,,95.25
2013-01-15,69.42,271.9,13.17,30.1,362.1,117.91,27.21,14.53,,97.71
2013-01-14,71.68,272.73,12.29,30.95,361.26,117.52,26.89,14.78,,97.11
2013-01-11,74.33,267.94,10.88,31.72,369.62,118.0,26.83,14.47,,95.62
2013-01-10,74.79,265.34,11.04,31.3,370.37,118.04,26.46,14.0,,95.94
2013-01-09,73.87,266.35,10.93,30.59,368.69,113.66,26.7,13.7,,94.87
2013-01-08,75.04,266.38,10.77,29.06,366.28,111.17,26.55,13.88,,92.75
2013-01-07,74.8,268.46,11.06,29.42,367.01,113.0,26.69,14.17,,92.02
2013-01-04,75.29,259.15,10.97,28.76,368.62,113.15,26.74,13.71,,93.21
2013-01-03,77.44,258.48,10.94,27.77,361.47,112.45,27.25,13.8,,91.94
2013-01-02,78.43,257.31,10.68,28.0,361.26,112.65,27.62,13.14,,94.93
2012-12-31,76.02,250.87,10.14,26.62,353.34,114.82,26.71,13.23,,94.14
2012-12-28,72.8,245.18,9.97,25.91,349.65,112.89,26.55,12.76,,92.85
2012-12-27,73.58,248.31,10.19,26.05,352.79,114.03,26.96,12.93,,94.61
2012-12-26,73.29,248.63,10.28,26.51,354.08,114.96,26.86,12.95,,94.83
2012-12-24,74.31,258.62,10.24,26.93,354.4,116.02,27.06,12.89,,95.83
2012-12-21,74.19,256.92,10.43,26.26,357.46,114.11,27.45,13.05,,95.51
2012-12-20,74.53,261.5,10.5,27.36,360.82,115.66,27.68,13.36,,96.61
2012-12-19,75.19,257.99,10.49,27.41,359.69,114.78,27.31,13.43,,96.82
2012-12-18,76.27,260.4,10.56,27.71,360.17,115.58,27.56,13.66,,95.5
2012-12-17,74.12,253.86,10.26,26.75,360.03,114.33,27.1,13.53,,94.24
2012-12-14,72.83,249.19,10.43,26.81,350.63,112.99,26.81,13.33,,92.51
2012-12-13,75.67,251.25,10.53,28.24,351.0,111.99,27.11,13.22,,91.15
2012-12-12,77.0,251.76,10.57,27.58,348.43,112.64,27.24,12.96,,91.75
2012-12-11,77.34,250.69,10.67,27.98,348.09,113.45,27.32,12.3,,94.28
2012-12-10,75.69,247.77,10.63,27.84,342.37,111.74,26.94,12.1,,92.6
2012-12-07,76.18,253.27,10.46,27.48,341.76,109.7,26.46,12.28,,91.8
2012-12-06,78.18,253.37,10.49,26.97,345.22,109.05,26.72,12.31,,91.77
2012-12-05,76.97,253.96,10.37,27.71,343.57,107.81,26.67,11.91,,90.34
2012-12-04,82.26,252.49,10.31,27.46,345.17,106.17,26.37,12.38,,91.47
2012-12-03,83.74,250.33,10.06,27.04,347.28,107.63,26.43,10.86,,91.78
2012-11-30,83.61,252.05,9.64,28.0,348.84,108.14,26.62,11.67,,90.95
2012-11-29,84.19,251.27,9.72,27.32,345.6,107.11,26.95,11.63,,91.71
2012-11-28,83.28,247.11,9.71,26.36,341.49,107.85,27.36,11.75,,92.68
2012-11-27,83.54,243.4,9.77,26.15,335.02,107.59,27.08,11.87,,89.56
2012-11-26,84.22,243.62,9.94,25.94,330.24,108.82,27.38,11.72,,90.3
2012-11-23,81.64,239.88,9.55,24.0,333.65,107.62,27.7,11.85,,89.71
2012-11-21,80.24,238.03,9.06,24.32,332.6,107.59,26.95,11.86,,88.06
2012-11-20,80.13,233.78,8.98,23.1,334.65,106.76,26.71,11.77,,86.01
2012-11-19,80.82,229.71,9.13,22.92,333.77,105.53,26.73,11.62,,86.45
2012-11-16,75.38,225.23,8.86,23.56,323.27,103.13,26.52,11.56,,85.81
2012-11-15,75.09,220.6,9.56,22.17,323.31,100.65,26.66,11.64,,84.77
2012-11-14,76.7,222.95,9.58,22.36,325.95,98.77,26.84,11.4,,84.86
2012-11-13,77.56,226.6,9.4,19.86,329.2,99.26,27.09,11.37,,86.6
2012-11-12,77.55,226.47,9.34,20.07,332.62,99.0,28.22,11.17,,87.12
2012-11-09,78.15,226.31,9.41,19.21,331.18,95.62,28.83,11.13,,87.59
2012-11-08,76.82,227.35,9.45,19.99,325.82,96.35,28.81,10.85,,87.76
2012-11-07,79.71,232.06,9.18,20.47,333.23,101.21,29.08,11.1,,90.19
2012-11-06,83.26,237.56,9.53,21.17,340.52,104.14,29.86,10.91,,92.91
2012-11-05,83.52,234.33,9.35,21.25,341.14,107.29,29.63,11.18,,89.62
2012-11-02,82.4,232.42,9.15,21.18,343.62,106.78,29.5,10.99,,88.74
2012-11-01,85.22,232.14,9.32,21.21,343.45,106.85,29.52,11.1,,88.02
2012-10-31,85.05,232.89,9.24,21.11,339.81,106.93,28.54,11.32,,84.77
2012-10-26,86.29,238.24,9.24,21.94,337.24,104.55,28.21,9.94,,85.01
2012-10-25,87.08,222.92,9.24,22.56,338.54,105.72,27.88,8.79,,86.36
2012-10-24,88.12,228.49,9.25,23.23,338.31,107.55,27.9,8.59,,85.67
2012-10-23,87.62,234.31,9.35,19.5,339.83,104.13,28.05,9.75,,83.72
2012-10-22,90.58,233.78,9.59,19.32,339.0,107.28,28.0,9.7,,83.36
2012-10-19,87.12,240.0,9.55,19.0,340.55,106.72,28.64,9.28,,83.65
2012-10-18,90.38,244.85,9.8,18.98,347.15,108.87,29.5,9.62,,85.56
2012-10-17,92.09,247.49,9.84,19.88,377.37,109.42,29.59,9.79,,87.29
2012-10-16,92.83,243.94,9.9,19.48,371.98,111.18,29.49,9.44,,90.76
2012-10-15,90.68,244.18,9.76,19.52,370.12,110.85,29.51,9.25,,87.93
2012-10-12,89.96,242.36,9.69,19.52,372.0,110.41,29.2,9.19,,87.3
2012-10-11,89.7,244.22,9.35,19.75,375.36,113.77,28.95,9.43,,88.99
2012-10-10,91.56,244.99,9.43,19.64,371.91,111.98,28.98,9.36,,90.32
2012-10-09,90.84,250.96,9.56,20.23,371.67,113.07,29.28,9.36,,91.08
2012-10-08,91.17,259.06,9.8,20.4,378.54,117.97,29.78,10.5,,96.41
2012-10-05,93.23,258.51,9.66,20.91,383.44,118.83,29.85,9.51,,97.33
2012-10-04,95.26,260.47,9.46,21.95,383.64,121.98,30.03,9.52,,97.33
2012-10-03,95.92,255.92,9.43,21.83,380.87,121.68,29.86,8.94,,96.62
2012-10-02,94.47,250.6,9.9,22.27,378.12,118.77,29.66,8.07,,95.19
2012-10-01,94.2,252.01,9.8,21.99,380.51,117.94,29.49,8.01,,93.49
2012-09-28,95.3,254.32,9.86,21.66,376.87,120.4,29.76,7.78,,96.74
2012-09-27,97.33,256.59,10.04,20.32,377.87,119.61,30.16,7.94,,97.18
2012-09-26,95.03,249.67,10.0,20.62,376.35,118.0,30.16,7.88,,94.21
2012-09-25,96.22,252.46,9.98,20.28,374.21,119.89,30.39,7.69,,96.15
2012-09-24,98.68,254.8,10.16,20.79,374.32,122.7,30.78,8.06,,97.29
2012-09-21,100.01,257.47,10.36,22.86,366.63,122.84,31.19,8.26,,100.68
2012-09-20,99.81,260.81,10.5,22.59,363.69,122.78,31.45,8.39,,99.75
2012-09-19,100.3,261.68,10.44,23.29,363.39,122.51,31.05,8.15,,99.25
2012-09-18,100.27,258.75,10.56,21.87,358.78,121.43,31.18,8.01,,99.55
2012-09-17,99.97,258.0,10.7,21.52,354.64,121.4,31.21,8.15,,100.54
2012-09-14,98.75,261.27,10.83,22.0,354.49,123.23,31.21,8.65,,102.27
2012-09-13,97.57,260.24,10.63,20.71,352.67,119.47,30.94,8.29,,99.31
2012-09-12,95.68,255.63,10.64,20.93,345.1,119.55,30.78,8.17,,97.6
2012-09-11,94.37,255.67,10.64,19.43,345.75,117.9,30.79,8.17,,96.48
2012-09-10,94.68,257.09,10.61,18.81,350.03,117.8,30.72,7.99,,93.75
2012-09-07,97.21,259.14,10.64,18.98,352.72,119.04,30.95,8.09,,94.29
2012-09-06,96.61,251.38,10.52,18.96,349.35,119.1,31.34,8.09,,94.02
2012-09-05,95.75,246.22,10.52,18.58,340.02,113.28,30.39,7.85,,89.09
2012-09-04,96.42,247.88,10.56,17.73,340.18,107.37,30.38,7.99,,87.94
2012-08-31,95.03,248.27,10.59,18.06,342.2,107.3,30.82,8.53,,89.04
2012-08-30,94.84,246.22,10.68,19.09,340.5,107.37,30.32,8.64,,88.51
2012-08-29,96.21,247.12,10.88,19.1,343.66,109.0,30.65,9.06,,90.62
2012-08-28,96.4,246.11,10.91,19.34,338.29,107.51,30.63,8.99,,90.82
2012-08-27,96.53,243.92,11.12,19.15,334.28,104.67,30.69,8.91,,92.32
2012-08-24,94.75,245.74,11.26,19.41,338.98,105.11,30.56,9.02,,92.21
2012-08-23,94.66,241.2,11.24,19.44,338.06,105.42,30.26,9.15,,91.24
2012-08-22,95.55,243.1,11.68,19.44,338.25,105.71,30.54,9.34,,95.07
2012-08-21,93.72,239.45,12.34,19.16,334.42,105.25,30.8,9.37,,95.15
2012-08-20,95.02,240.35,12.56,20.01,337.43,102.92,30.74,9.18,,96.12
2012-08-17,92.59,241.17,12.22,19.05,338.23,101.36,30.9,9.1,,97.76
2012-08-16,90.91,241.55,12.23,19.87,336.1,103.99,30.78,9.19,,98.05
2012-08-15,90.12,237.42,12.21,21.2,333.44,102.23,30.2,9.04,,94.6
2012-08-14,90.24,233.19,12.19,20.38,334.0,101.76,30.13,8.82,,94.07
2012-08-13,90.0,232.44,12.33,21.6,329.67,104.6,30.39,8.56,,96.36
2012-08-10,88.81,232.75,12.41,21.81,320.68,104.92,30.42,8.56,,97.41
2012-08-09,88.68,234.06,12.39,21.01,320.85,105.23,30.5,8.27,,97.74
2012-08-08,88.55,234.38,12.3,20.72,320.79,104.93,30.33,8.26,,93.57
2012-08-07,88.7,236.56,12.15,20.72,319.95,106.7,30.26,8.27,,94.42
2012-08-06,88.94,233.99,11.8,21.92,321.09,111.55,29.95,8.11,,93.14
2012-08-03,87.96,234.97,11.7,21.09,320.34,108.51,29.75,7.7,,93.05
2012-08-02,86.83,230.81,11.47,20.04,314.06,93.51,29.19,7.7,,87.59
2012-08-01,86.69,232.09,11.79,20.88,316.02,95.64,29.41,7.79,,89.0
2012-07-31,87.25,233.3,11.88,21.71,316.17,102.65,29.47,8.12,,90.76
2012-07-30,85.0,236.09,11.85,23.15,315.83,104.18,29.64,8.25,,92.37
2012-07-27,83.59,237.32,12.02,23.7,317.16,103.42,29.76,8.42,,95.7
2012-07-26,82.13,220.01,11.83,26.84,306.37,100.82,29.16,8.14,,92.41
2012-07-25,82.14,217.05,11.49,29.34,303.69,102.19,28.83,8.61,,87.69
2012-07-24,85.85,223.04,11.56,28.45,303.48,102.99,29.15,11.48,,88.89
2012-07-23,86.26,226.01,11.8,28.75,307.45,104.2,29.28,11.42,,89.23
2012-07-20,86.33,228.29,12.0,28.76,305.1,106.26,30.12,11.69,,89.8
2012-07-19,87.76,226.17,12.23,29.0,296.23,108.65,30.66,11.87,,92.76
2012-07-18,86.61,217.47,12.07,29.11,290.09,104.61,30.45,11.61,,89.98
2012-07-17,86.71,216.93,12.12,28.09,288.08,103.84,29.66,11.68,,80.29
2012-07-16,86.7,216.01,12.19,28.24,287.17,103.21,29.44,11.85,,84.41
2012-07-13,86.42,218.39,12.32,30.72,287.97,105.59,29.39,12.13,,85.38
2012-07-12,85.56,215.36,12.13,30.81,284.95,104.64,28.63,12.14,,83.65
2012-07-11,86.35,218.37,12.28,30.97,285.31,101.08,29.3,11.66,,81.78
2012-07-10,86.89,219.5,12.3,31.47,290.56,99.53,29.74,11.46,,82.42
2012-07-09,87.7,225.05,12.27,32.17,292.71,102.98,30.0,11.86,,83.08
2012-07-06,86.55,225.05,12.56,31.73,292.7,108.86,30.18,11.7,,83.97
2012-07-05,87.13,227.06,12.63,31.47,297.66,108.24,30.7,11.67,,90.21
2012-07-03,85.63,229.53,12.68,31.2,293.62,108.54,30.76,10.29,,91.85
2012-07-02,84.65,229.32,12.38,30.77,289.94,107.63,30.56,9.69,,90.51
2012-06-29,83.43,228.35,12.51,31.1,289.74,106.27,30.59,9.78,,91.04
2012-06-28,81.29,221.31,11.95,31.36,281.87,102.74,29.91,9.62,,84.06
2012-06-27,82.07,225.62,12.33,32.23,284.36,105.17,30.17,9.5,,88.67
2012-06-26,81.72,225.61,11.92,33.1,282.06,106.42,30.02,9.54,,88.22
2012-06-25,81.54,220.07,11.94,32.06,280.07,103.05,29.86,9.58,,88.43
2012-06-22,83.16,222.16,12.2,33.05,285.45,106.85,30.7,9.69,,92.45
2012-06-21,82.52,220.58,12.0,31.84,282.32,102.19,30.14,9.41,,88.78
2012-06-20,83.68,223.02,12.3,31.6,288.47,105.27,30.93,9.74,,93.47
2012-06-19,83.92,224.03,12.18,31.91,290.47,105.34,30.7,9.98,,93.34
2012-06-18,83.68,222.66,12.42,31.41,285.14,105.16,29.84,9.53,,92.07
2012-06-15,82.02,218.35,12.3,30.01,281.97,102.01,30.02,9.4,,91.02
2012-06-14,81.65,214.45,12.34,28.29,279.25,98.29,29.34,8.95,,88.6
2012-06-13,81.74,214.73,12.28,27.27,280.26,95.53,29.13,8.98,,88.78
2012-06-12,82.31,216.42,11.97,27.4,282.27,94.46,29.29,9.0,,90.86
2012-06-11,81.6,216.5,11.86,27.0,283.97,94.29,28.9,9.0,,90.49
2012-06-08,82.9,218.48,12.12,27.1,289.93,96.26,29.65,9.38,,93.8
2012-06-07,81.67,218.8,12.13,26.31,288.83,94.13,29.23,9.23,,92.25
2012-06-06,81.64,217.64,12.22,26.81,289.99,93.08,29.35,9.41,,93.9
2012-06-05,80.4,213.21,12.16,25.87,284.92,93.0,28.5,9.26,,90.68
2012-06-04,80.61,214.57,12.0,26.9,289.01,91.09,28.55,9.29,,88.33
2012-06-01,80.14,208.22,12.07,27.72,285.2,91.51,28.45,8.99,,89.46
2012-05-31,82.53,212.91,12.33,29.6,290.14,96.1,29.19,9.06,,93.01
2012-05-30,82.74,209.23,12.56,28.19,293.82,98.13,29.34,9.62,,94.71
2012-05-29,81.75,214.75,12.66,28.84,296.87,99.94,29.56,9.92,,94.89
2012-05-25,80.33,212.89,12.46,31.91,295.47,98.52,29.06,10.03,,94.02
2012-05-24,80.76,215.24,12.45,33.03,301.53,98.8,29.07,10.04,,95.43
2012-05-23,81.51,217.28,12.49,32.0,304.43,103.56,29.11,10.27,,101.52
