Date,Apple,Amazon,Dell,Facebook,Google,LinkedIn,Microsoft,Netflix,Twitter,VMWare
2014-01-23,75.23199,399.869995,,56.630001,579.471546,216.74000499999997,33.480813,55.531429,62.799999,97.699997
2014-01-22,74.60029899999999,404.540009,,57.509997999999996,581.929085,220.479996,33.36011,47.675713,62.439999,98.510002
2014-01-21,74.27025,407.049988,,58.509997999999996,581.2697469999999,220.979996,33.582941999999996,46.958572,62.529999,97.360001
2014-01-17,73.134023,399.609985,,56.299999,574.6912990000001,219.92999300000002,33.777924,47.148571000000004,62.200001,98.199997
2014-01-16,74.97093100000001,395.799988,,57.189999,577.533436,230.559998,34.251445000000004,47.382858,60.57,99.33000200000001
2014-01-15,75.391604,395.869995,,57.599998,573.7372690000001,216.0,34.130742,47.197144,61.57,98.33000200000001
2014-01-14,73.90774499999999,397.540009,,57.740002000000004,574.126886,216.22000099999997,33.220837,48.279999,58.209998999999996,96.730003
2014-01-13,72.465814,390.980011,,55.91,560.930026,213.539993,32.478058000000004,48.115715,57.82,93.010002
2014-01-10,72.08841899999999,397.660004,,57.939999,564.526426,218.75,33.462243,47.448570000000004,57.0,93.260002
2014-01-09,72.57267,401.01001,,57.220001,564.556416,215.25,32.988719,48.150002,57.049999,92.839996
2014-01-08,73.51141700000001,401.920013,,58.23,570.045943,209.059998,33.202267,48.712856,59.290001000000004,93.449997
2014-01-07,73.04880899999999,398.02999900000003,,57.919998,568.862096,209.639999,33.805778000000004,48.5,61.459998999999996,94.709999
2014-01-06,73.574988,393.630005,,57.200001,558.102883,203.919998,33.545806,51.367142,66.290001,89.07
2014-01-03,73.175958,396.440002,,54.560001,551.9489990000001,207.419998,34.270015,51.871429,69.0,89.41999799999999
2014-01-02,74.81943000000001,397.97000099999997,,54.709998999999996,556.004972,207.639999,34.502134000000005,51.831429,67.5,89.5
2013-12-31,75.886676,398.790009,,54.650002,559.796182,216.830002,34.734253,52.595715000000006,63.650002,89.709999
2013-12-30,75.007448,393.369995,,53.709998999999996,554.176782,214.649994,34.622837,52.427143,60.509997999999996,89.150002
2013-12-27,75.760878,398.079987,,55.439999,558.642325,216.350006,34.622837,52.5,63.75,88.959999
2013-12-26,76.27624300000001,404.390015,,57.73,558.172777,220.5,34.762106,53.847141,73.309998,88.849998
2013-12-24,76.78618900000001,399.200012,,57.959998999999996,555.365586,220.30000299999998,34.427858,54.055714,69.959999,89.440002
2013-12-23,77.113536,402.920013,,57.77,556.993949,220.020004,34.000757,54.368572,64.540001,88.900002
2013-12-20,74.263489,402.200012,,55.119999,549.7611820000001,218.66000400000001,34.167882,53.667141,60.009997999999996,90.18
2013-12-19,73.64667800000001,395.190002,,55.049999,542.5683799999999,219.07000699999998,33.657222,53.82,57.490002000000004,87.349998
2013-12-18,74.500203,395.959991,,55.57,541.834068,215.419998,33.96362,53.748573,55.509997999999996,87.540001
2013-12-17,75.071026,387.649994,,54.860001000000004,534.396516,223.580002,33.90791,53.552856000000006,56.450001,86.720001
2013-12-16,75.410545,388.97000099999997,,53.810001,535.954985,228.08999599999999,34.251445000000004,52.330002,56.610001000000004,86.489998
2013-12-13,74.995276,384.23999,,53.32,529.866038,229.30000299999998,34.065749,52.709998999999996,59.0,85.620003
2013-12-12,75.821747,381.25,,51.830002,534.446458,231.74000499999997,34.557844,53.332859,55.330002,86.260002
2013-12-11,75.932664,382.190002,,49.380001,538.107795,231.41000400000001,34.919948,51.997143,52.34,85.599998
2013-12-10,76.499427,387.77999900000003,,50.25,541.789145,236.979996,35.384186,51.871429,51.990002000000004,86.620003
2013-12-09,76.618463,384.890015,,48.84,538.53242,234.809998,35.94127,50.810001,49.139998999999996,87.099998
2013-12-06,75.751408,386.950012,,47.939999,534.401535,232.99000499999997,35.616305,50.634285,44.950001,86.480003
2013-12-05,76.81730300000001,384.48999,,48.34,528.14275,226.440002,35.282053000000005,51.151428,45.619999,84.160004
2013-12-04,76.425035,385.959991,,48.619999,528.5623559999999,219.020004,36.154818,50.895714,43.689999,83.699997
2013-12-03,76.60358199999999,384.660004,,46.73,526.104818,216.42999300000002,35.569882,51.848572,41.369999,80.059998
2013-12-02,74.562431,392.299988,,47.060001,526.714214,220.38999900000002,35.699868,51.988571,40.779999,79.510002
2013-11-29,75.217109,393.619995,,47.009997999999996,529.266617,224.02999900000003,35.402756,52.257141,41.57,80.629997
2013-11-27,73.849577,386.709991,,46.490002000000004,531.024914,223.13000499999998,34.910662,51.784286,40.900002,80.790001
2013-11-26,72.150639,381.369995,,45.889998999999996,528.677234,222.92999300000002,34.678543,50.742859,40.18,80.839996
2013-11-25,70.843977,376.640015,,44.82,522.4434809999999,216.61999500000002,34.947802,50.034286,39.060001,80.33000200000001
2013-11-22,70.311029,372.309998,,46.23,515.430432,220.25,34.882809,49.692856,41.0,81.300003
2013-11-21,70.492286,368.920013,,46.700001,516.5193519999999,220.61000099999998,34.724969,49.785713,42.060001,80.989998
2013-11-20,69.661754,362.570007,,46.43,510.645227,216.190002,34.427858,48.502857,41.049999,78.41999799999999
2013-11-19,70.277214,364.940002,,46.360001000000004,512.088788,221.38000499999998,34.112176,48.184284000000005,41.75,78.290001
2013-11-18,70.152767,366.179993,,45.830002,515.2605940000001,222.07000699999998,34.279301000000004,48.824287,41.139998999999996,78.220001
2013-11-15,71.013061,369.170013,,49.009997999999996,516.264626,231.059998,34.869051,49.965714,43.98,78.959999
2013-11-14,71.44185300000001,367.399994,,48.990002000000004,517.09876,221.440002,35.034919,48.938572,44.689999,77.239998
2013-11-13,70.423304,356.22000099999997,,48.709998999999996,515.7201660000001,220.770004,35.163927,47.897144,42.599998,79.58000200000001
2013-11-12,70.339434,349.52999900000003,,46.610001000000004,505.385486,209.279999,34.426738,47.675713,41.900002,80.660004
2013-11-11,70.209583,354.380005,,46.200001,504.791084,211.66000400000001,34.63868,48.272858,42.900002,80.32
2013-11-08,70.413833,350.309998,,47.529999,507.50836699999996,215.169998,34.813761,47.842857,41.650002,79.279999
2013-11-07,69.322243,343.559998,,47.560001,503.47237699999994,211.47000099999997,34.555746,46.694286,44.900002,80.660004
2013-11-06,70.46253,356.179993,,49.119999,510.86500599999994,220.77999900000003,35.182357,47.947144,,81.650002
2013-11-05,70.662726,358.890015,,50.110001000000004,510.25062199999996,224.539993,33.763267,48.785713,,80.519997
2013-11-04,70.837551,358.73999,,48.220001,512.543341,223.72000099999997,33.118226,48.228573,,81.32
2013-11-01,69.93384300000001,359.0,,49.75,513.00787,219.899994,32.740415999999996,47.03857,,80.75
2013-10-31,70.292901,364.02999900000003,,50.209998999999996,514.776112,223.669998,32.629839000000004,46.068573,,81.279999
2013-10-30,70.58876500000001,361.079987,,49.009997999999996,514.6961809999999,224.11000099999998,32.749633,45.448570000000004,,81.440002
2013-10-29,69.483336,362.700012,13.86,49.400002,517.603255,247.13999900000002,32.731203,46.757141,,81.849998
2013-10-28,71.258475,358.160004,13.83,50.23,506.993866,243.0,32.777277000000005,44.857143,,82.260002
2013-10-25,70.731314,363.390015,13.84,51.950001,507.09378,240.69999700000002,32.924714,46.861427,,83.389999
2013-10-24,71.531471,332.209991,13.85,52.450001,512.263613,243.289993,31.072528000000002,47.317142,,84.779999
2013-10-23,70.59683100000001,326.76001,13.84,51.900002,515.1907,240.830002,31.109384999999996,47.177143,,83.540001
2013-10-22,69.91232600000001,332.540009,13.845,52.68,502.997872,244.94999700000002,31.865007000000002,46.074287,,85.0
2013-10-21,70.11270400000001,326.440002,13.85,53.849998,501.149699,249.789993,32.242816,50.712856,,82.650002
2013-10-18,68.43573,328.929993,13.83,54.220001,505.20065300000005,250.210007,32.215169,47.642857,,81.43
2013-10-17,67.84536,310.769989,13.85,52.209998999999996,443.951796,240.0,32.178309000000006,47.157143,,78.739998
2013-10-16,67.389473,310.48999,13.849,51.139998999999996,448.567193,238.919998,31.920294000000002,46.125713,,79.660004
2013-10-15,67.06268399999999,306.399994,13.83,49.5,440.56519800000007,235.44999700000002,31.782072999999997,45.955715000000005,,77.910004
2013-10-14,66.707655,310.700012,13.845,49.509997999999996,437.618129,228.5,31.745213,46.337143,,80.279999
2013-10-11,66.273285,310.890015,13.845,49.110001000000004,435.560183,226.61999500000002,31.450337,42.978573,,80.440002
2013-10-10,65.846982,305.170013,13.835,49.049999,433.687071,227.55000299999998,31.109384999999996,43.427143,,79.519997
2013-10-09,65.43681600000001,298.230011,13.83,46.77,427.50322800000004,221.830002,30.47356,41.204285,,78.93
2013-10-08,64.677001,303.230011,13.83,47.139998999999996,426.40931900000004,222.729996,30.41827,43.188572,,78.059998
2013-10-07,65.59281700000001,310.02999900000003,13.84,50.52,432.43831900000004,237.210007,30.685502000000003,45.451427,,80.699997
2013-10-04,64.958069,319.040009,13.84,51.040001000000004,435.73999699999996,244.99000499999997,31.219965999999996,46.751427,,81.059998
2013-10-03,65.00917,314.76001,13.83,49.18,437.608153,245.07000699999998,31.201534999999996,45.959998999999996,,79.849998
2013-10-02,65.836223,320.51001,13.83,50.279999,443.55220199999997,251.190002,31.256821999999996,47.247143,,82.440002
2013-10-01,65.621057,320.950012,13.84,50.419998,443.057714,251.0,30.94352,46.374287,,82.040001
